First Name,Last Name,SID,Email,Sections,HW1,HW1 - Max Points,HW1 - Submission Time,HW1 - Lateness (H:M:S),HW2,HW2 - Max Points,HW2 - Submission Time,HW2 - Lateness (H:M:S),HW3,HW3 - Max Points,HW3 - Submission Time,HW3 - Lateness (H:M:S),HW4,HW4 - Max Points,HW4 - Submission Time,HW4 - Lateness (H:M:S),HW5,HW5 - Max Points,HW5 - Submission Time,HW5 - Lateness (H:M:S),HW6,HW6 - Max Points,HW6 - Submission Time,HW6 - Lateness (H:M:S),HW7,HW7 - Max Points,HW7 - Submission Time,HW7 - Lateness (H:M:S),HW8,HW8 - Max Points,HW8 - Submission Time,HW8 - Lateness (H:M:S),Quiz1,Quiz1 - Max Points,Quiz1 - Submission Time,Quiz1 - Lateness (H:M:S),Quiz2,Quiz2 - Max Points,Quiz2 - Submission Time,Quiz2 - Lateness (H:M:S),Quiz3,Quiz3 - Max Points,Quiz3 - Submission Time,Quiz3 - Lateness (H:M:S),Quiz4,Quiz4 - Max Points,Quiz4 - Submission Time,Quiz4 - Lateness (H:M:S),Exam1,Exam1 - Max Points,Exam1 - Submission Time,Exam1 - Lateness (H:M:S),Exam2a,Exam2a - Max Points,Exam2a - Submission Time,Exam2a - Lateness (H:M:S),Exam2b,Exam2b - Max Points,Exam2b - Submission Time,Exam2b - Lateness (H:M:S)
Grace,Ibrahim,900694530S,grace.ibrahim@uni.edu,CS 2810 Section 01,9.3,10,2026-04-21 23:14:07 -0400,00:00:00,8.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,11.8,20,2026-04-21 23:14:07 -0400,00:00:00,15,20,2026-04-21 23:14:07 -0400,00:00:00,14.9,20,2026-04-21 23:14:07 -0400,00:00:00,14.4,20,2026-04-21 23:14:07 -0400,00:00:00,87.9,100,2026-04-21 23:14:07 -0400,00:00:00,79.1,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Grace,Silva,900702247S,grace.silva@uni.edu,CS 2810 Section 02,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,16.2,20,2026-04-21 23:14:07 -0400,00:00:00,12.5,20,2026-04-21 23:14:07 -0400,00:00:00,13.3,20,2026-04-21 23:14:07 -0400,00:00:00,12.7,20,2026-04-21 23:14:07 -0400,00:00:00,46.2,100,2026-04-21 23:14:07 -0400,00:00:00,57.1,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Rosa,Abbott,900709964S,rosa.abbott@uni.edu,CS 2810 Section 01,6.7,10,2026-04-21 23:14:07 -0400,00:00:00,6.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,5.6,10,2026-04-21 23:14:07 -0400,00:00:00,11.3,20,2026-04-21 23:14:07 -0400,00:00:00,10.5,20,2026-04-21 23:14:07 -0400,00:00:00,10.8,20,2026-04-21 23:14:07 -0400,00:00:00,10.9,20,2026-04-21 23:14:07 -0400,00:00:00,70,100,2026-04-21 23:14:07 -0400,00:00:00,74.5,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Priya,Moreau,900717681S,priya.moreau@uni.edu,CS 2810 Section 02,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,8.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.3,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,8.3,10,2026-04-21 23:14:07 -0400,00:00:00,15.9,20,2026-04-21 23:14:07 -0400,00:00:00,16.7,20,2026-04-21 23:14:07 -0400,00:00:00,17.4,20,2026-04-21 23:14:07 -0400,00:00:00,18,20,2026-04-21 23:14:07 -0400,00:00:00,96.4,100,2026-04-21 23:14:07 -0400,00:00:00,96.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Ava,Moreau,900725398S,ava.moreau@uni.edu,CS 2810 Section 01,7,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,5.9,10,2026-04-21 23:14:07 -0400,00:00:00,7,10,2026-04-21 23:14:07 -0400,00:00:00,6.7,10,2026-04-21 23:14:07 -0400,00:00:00,6.7,10,2026-04-21 23:14:07 -0400,00:00:00,10.9,20,2026-04-21 23:14:07 -0400,00:00:00,10.6,20,2026-04-21 23:14:07 -0400,00:00:00,10.8,20,2026-04-21 23:14:07 -0400,00:00:00,11.6,20,2026-04-21 23:14:07 -0400,00:00:00,58.5,100,2026-04-21 23:14:07 -0400,00:00:00,54.2,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Yara,Lopez,900733115S,yara.lopez@uni.edu,CS 2810 Section 02,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,19.6,20,2026-04-21 23:14:07 -0400,00:00:00,17.2,20,2026-04-21 23:14:07 -0400,00:00:00,17.3,20,2026-04-21 23:14:07 -0400,00:00:00,19.8,20,2026-04-21 23:14:07 -0400,00:00:00,97.8,100,2026-04-21 23:14:07 -0400,00:00:00,84.1,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Uma,Cruz,900740832S,uma.cruz@uni.edu,CS 2810 Section 01,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,8.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,14.6,20,2026-04-21 23:14:07 -0400,00:00:00,14.5,20,2026-04-21 23:14:07 -0400,00:00:00,13.9,20,2026-04-21 23:14:07 -0400,00:00:00,15.9,20,2026-04-21 23:14:07 -0400,00:00:00,69.6,100,2026-04-21 23:14:07 -0400,00:00:00,78,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Xime,Kaur,900748549S,xime.kaur@uni.edu,CS 2810 Section 02,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.6,10,2026-04-21 23:14:07 -0400,00:00:00,16.3,20,2026-04-21 23:14:07 -0400,00:00:00,15.9,20,2026-04-21 23:14:07 -0400,00:00:00,16.1,20,2026-04-21 23:14:07 -0400,00:00:00,14.8,20,2026-04-21 23:14:07 -0400,00:00:00,80.2,100,2026-04-21 23:14:07 -0400,00:00:00,74.6,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Wren,Silva,900756266S,wren.silva@uni.edu,CS 2810 Section 01,5.8,10,2026-04-21 23:14:07 -0400,00:00:00,5.3,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,6,10,2026-04-21 23:14:07 -0400,00:00:00,5.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,5.8,10,2026-04-21 23:14:07 -0400,00:00:00,13.1,20,2026-04-21 23:14:07 -0400,00:00:00,13.1,20,2026-04-21 23:14:07 -0400,00:00:00,11.8,20,2026-04-21 23:14:07 -0400,00:00:00,12.7,20,2026-04-21 23:14:07 -0400,00:00:00,76.6,100,2026-04-21 23:14:07 -0400,00:00:00,67.6,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Wren,Vargas,900763983S,wren.vargas@uni.edu,CS 2810 Section 02,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.6,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,16.2,20,2026-04-21 23:14:07 -0400,00:00:00,19.6,20,2026-04-21 23:14:07 -0400,00:00:00,17.8,20,2026-04-21 23:14:07 -0400,00:00:00,18,20,2026-04-21 23:14:07 -0400,00:00:00,100,100,2026-04-21 23:14:07 -0400,00:00:00,100,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
